         25.76923077 	         31.48148148 	         41.59090909 	         35.00000000 	         38.91304348 	         40.00000000 	         23.40000000 	         28.40909091 	
         82.30769231 	         82.96296296 	        112.72727273 	        122.80000000 	        111.08695652 	        102.40000000 	         76.60000000 	         88.63636364 	
          0.19230769 	          0.18518519 	          0.68181818 	          0.00000000 	          0.00000000 	          0.00000000 	          0.40000000 	          0.45454545 	
         31.45833333 	         32.91666667 	         33.04347826 	         47.08333333 	         46.87500000 	         39.60000000 	         42.29166667 	         40.90909091 	
        140.62500000 	        162.91666667 	        164.13043478 	        179.58333333 	        189.58333333 	        181.00000000 	        203.12500000 	        190.00000000 	
         16.25000000 	         15.62500000 	         12.60869565 	         19.16666667 	         20.62500000 	         22.20000000 	         16.45833333 	         14.77272727 	
         14.79166667 	         15.20833333 	          9.78260870 	         16.25000000 	         18.95833333 	         16.40000000 	         13.33333333 	         14.54545455 	
         66.84210526 	         54.75000000 	         82.36842105 	         77.72727273 	         64.77272727 	         62.00000000 	         81.25000000 	         76.05263158 	
          5.52631579 	          7.75000000 	         10.52631579 	          8.86363636 	          6.59090909 	          8.75000000 	         10.41666667 	          9.21052632 	
         16.84210526 	         23.25000000 	         20.26315789 	         24.31818182 	         21.36363636 	         17.00000000 	         25.83333333 	         23.94736842 	
         67.36842105 	         61.50000000 	         42.82608696 	         38.00000000 	         49.77272727 	         50.50000000 	         36.00000000 	         61.05263158 	
         28.94736842 	         23.00000000 	         26.30434783 	         21.00000000 	         22.95454545 	         22.75000000 	         25.33333333 	         24.47368421 	
         61.57894737 	         53.75000000 	         36.52173913 	         31.50000000 	         40.68181818 	         69.75000000 	         52.66666667 	         51.05263158 	
         50.26315789 	         44.75000000 	         27.39130435 	         26.25000000 	         34.09090909 	         49.00000000 	         35.66666667 	         34.47368421 	
         18.68421053 	         14.75000000 	         21.30434783 	         13.25000000 	         15.00000000 	         19.00000000 	         24.33333333 	         20.78947368 	
         56.42857143 	         64.28571429 	         57.18750000 	         45.31250000 	         48.75000000 	         54.54545455 	         59.70588235 	         63.12500000 	
         23.57142857 	         30.00000000 	         21.25000000 	         15.00000000 	         15.62500000 	         24.54545455 	         36.17647059 	         22.81250000 	
         18.57142857 	         23.57142857 	         25.31250000 	         13.43750000 	         16.87500000 	         23.63636364 	         21.17647059 	         17.50000000 	
         38.92857143 	         36.78571429 	         26.25000000 	         21.56250000 	         22.50000000 	         31.36363636 	         32.64705882 	         35.31250000 	
         31.78571429 	         27.85714286 	         19.06250000 	         13.43750000 	         24.68750000 	         25.90909091 	         28.23529412 	         27.50000000 	
         37.14285714 	         40.35714286 	         24.37500000 	         25.00000000 	         34.06250000 	         43.63636364 	         31.17647059 	         33.75000000 	
