          0.85551620 	           0.67876617 
          0.53489072 	           0.63752740 
          0.09306839 	           0.64281344 
          0.19508320 	           0.43419557 
          0.02464033 	           0.11715826 
          0.73161700 	           0.23997681 
          0.16410270 	           0.07207025 
          0.05114133 	           0.19121338 
          0.08104768 	           0.37991650 
          0.20076816 	           0.76708533 
          0.77659588 	           0.20472647 
          0.31361809 	           0.11103315 
          0.47998008 	           0.00648348 
          0.19460430 	           0.06365146 
          0.60439546 	           0.00350667 
          0.67045511 	           0.00076101 
          0.59142736 	           0.00868178 
          0.88482582 	           0.42648036 
          0.25157101 	           0.35421399 
          0.49064825 	           0.18372271 
          0.43532529 	           0.03926370 
          0.45534213 	           0.93007919 
          0.15546538 	           0.01340315 
          0.38283932 	           0.00031056 
          0.91728380 	           0.27768616 
          0.01253938 	           0.00002306 
          0.09639734 	           0.45798125 
          0.07211837 	           0.58150637 
          0.32933831 	           0.16434080 
          0.70499228 	           0.16190513 
          0.66723643 	           0.01293594 
          0.00002029 	           0.34999143 
          0.88912957 	           0.73400480 
          0.46384381 	           0.91000835 
          0.24970775 	           0.74186498 
          0.44234332 	           0.46100697 
          0.35840149 	           0.16863937 
          0.09241402 	           0.69910213 
          0.04330703 	           0.91639092 
          0.00370606 	           0.00098704 
          0.25569778 	           0.21503051 
          0.52233416 	           0.28429104 
          0.58345879 	           0.00047739 
          0.31713707 	           0.05287044 
          0.01246514 	           0.89104936 
          0.54943498 	           0.41881215 
          0.00004423 	           0.10454378 
          0.00850164 	           0.90076995 
          0.03270592 	           0.01068641 
          0.84630310 	           0.69845564 
          0.67498240 	           0.05939801 
          0.81442788 	           0.32577649 
          0.07817298 	           0.42058333 
          0.67744762 	           0.02721902 
          0.11999649 	           0.00180873 
          0.03689445 	           0.02158145 
          0.18767346 	           0.46746057 
          0.83593604 	           0.17364847 
          0.00082945 	           0.95896579 
          0.01212826 	           0.44128095 
          0.00118417 	           0.01974406 
          0.00463058 	           0.76020409 
          0.08382796 	           0.00869320 
          0.78293104 	           0.77771466 
          0.11232078 	           0.54846499 
          0.00815989 	           0.04484671 
          0.36461143 	           0.29225761 
          0.00495236 	           0.33124457 
          0.00001728 	           0.00043111 
          0.22681195 	           0.05269910 
          0.98883642 	           0.42274533 
          0.69229825 	           0.04712586 
          0.00241290 	           0.00305732 
          0.00794128 	           0.51065668 
          0.00281852 	           0.04170137 
          0.63498930 	           0.07552375 
          0.16043939 	           0.67389450 
          0.21201719 	           0.23262960 
          0.79328609 	           0.20713791 
          0.75965104 	           0.71224526 
          0.95258783 	           0.73733157 
          0.00150966 	           0.02181702 
          0.76849498 	           0.01689419 
          0.00659601 	           0.16278220 
          0.79833945 	           0.35539983 
          0.42381379 	           0.29901527 
          0.50124075 	           0.10502319 
          0.37820814 	           0.31548266 
          0.54257340 	           0.74324775 
          0.24708471 	           0.00017661 
          0.70665075 	           0.00077575 
          0.86449720 	           0.04222694 
          0.66795136 	           0.06053597 
          0.54207585 	           0.34222237 
          0.00000000 	           0.08938171 
          0.00017420 	           0.20992646 
          0.05478889 	           0.47392188 
          0.87837653 	           0.00960735 
          0.00232588 	           0.01615914 
          0.04038088 	           0.13496248 
          0.00554084 	           0.00650597 
          0.00000457 	           0.95607129 
          0.00047082 	           0.88839562 
          0.73308743 	           0.28235759 
          0.00003286 	           0.63314725 
          0.26708358 	           0.27792384 
          0.58268705 	           0.00013727 
          0.56953971 	           0.00000264 
          0.68813162 	           0.59746186 
          0.13025355 	           0.26535694 
          0.22168008 	           0.73069783 
          0.31634438 	           0.10184107 
          0.00991633 	           0.00004394 
          0.84784039 	           0.41687214 
          0.01160775 	           0.00563312 
          0.00004307 	           0.00035036 
          0.35982246 	           0.56464339 
          0.77801009 	           0.00670627 
          0.06487345 	           0.83016802 
          0.00326048 	           0.67440956 
          0.72126262 	           0.77737734 
          0.80732330 	           0.77872307 
          0.09955283 	           0.93594674 
          0.00010079 	           0.00000000 
          0.88419251 	           0.80328218 
          0.07423899 	           0.00287938 
          0.48146914 	           0.88316566 
          0.02421704 	           0.07051792 
          0.69373685 	           0.34458287 
          0.55464000 	           0.00000000 
          0.08953076 	           0.00190433 
          0.16195985 	           0.00006091 
          0.03940058 	           0.01246835 
          0.25930246 	           0.04214870 
          0.55547267 	           0.01018883 
          0.82214088 	           0.87575450 
          0.85761198 	           0.00311883 
          0.72979090 	           0.00272803 
          0.89564288 	           0.00001110 
          0.25787155 	           0.00000000 
          0.22363955 	           0.00894541 
          0.55869495 	           0.00000002 
          0.53173765 	           0.11021302 
          0.16729825 	           0.03627586 
          0.89359797 	           0.00860228 
          0.05135669 	           0.79510134 
          0.49623703 	           0.31507077 
          0.67664304 	           0.04312489 
          0.58876572 	           0.19271656 
          0.96938928 	           0.05037374 
          0.79101380 	           0.00627883 
          0.75078644 	           0.30968928 
          0.70292927 	           0.26069290 
          0.19213607 	           0.76079254 
          0.10507440 	           0.42031216 
          0.10507440 	           0.42031216 
          0.91066962 	           0.19622722 
          0.75007346 	           0.14979140 
          0.04778366 	           0.22436898 
          0.48243802 	           0.01290490 
          0.92826377 	           0.79970101 
          0.07500465 	           0.21419968 
          0.00011144 	           0.59433250 
          0.66783518 	           0.79556283 
          0.92881278 	           0.04485260 
          0.09340036 	           0.31265972 
          0.05147412 	           0.08467166 
          0.54925052 	           0.36096386 
          0.22088935 	           0.25859727 
          0.01288934 	           0.04103190 
          0.06477842 	           0.02740769 
          0.00000016 	           0.00095646 
          0.03821529 	           0.15991637 
          0.17065219 	           0.01609366 
          0.46997279 	           0.06628554 
          0.56421403 	           0.00583076 
          0.72277230 	           0.33406761 
          0.51390317 	           0.57364902 
          0.37448197 	           0.48116959 
          0.36312681 	           0.29781645 
          0.65822366 	           0.67359269 
          0.63875752 	           0.53717940 
          0.18195767 	           0.41751450 
          0.06774225 	           0.44430703 
          0.69670046 	           0.44638891 
          0.20557166 	           0.02615505 
          0.00008111 	           0.00000000 
          0.04140664 	           0.00000000 
          0.00711497 	           0.00000000 
          0.46673840 	           0.00064237 
          0.63322352 	           0.00001033 
          0.00039447 	           0.00000002 
          0.64625305 	           0.00004114 
          0.85294959 	           0.01168152 
          0.06236649 	           0.00009607 
          0.77623373 	           0.03020955 
          0.09083717 	           0.00000000 
          0.00200446 	           0.00881450 
          0.00698178 	           0.17994943 
          0.00023266 	           0.00000212 
          0.73987748 	           0.00770495 
          0.00515291 	           0.67559601 
          0.00414440 	           0.00027396 
          0.96577790 	           0.01523922 
          0.19298019 	           0.35861794 
          0.42572841 	           0.07282049 
          0.51108768 	           0.00000000 
          0.37752290 	           0.00720993 
          0.55837181 	           0.05378078 
          0.00000023 	           0.00000000 
          0.00223896 	           0.02755034 
          0.00267669 	           0.00000000 
          0.87496691 	           0.00032452 
          0.45387510 	           0.00280715 
          0.00491324 	           0.00000070 
          0.00025147 	           0.00000018 
          0.00000001 	           0.00000000 
          0.26317046 	           0.10008413 
          0.03060266 	           0.24024231 
          0.55904508 	           0.15019141 
          0.85656593 	           0.10306383 
          0.41257302 	           0.02301007 
          0.18051925 	           0.46728874 
          0.54842492 	           0.06057862 
          0.15707027 	           0.61003657 
          0.80661743 	           0.18505016 
          0.00000000 	           0.00212340 
          0.66938219 	           0.18711035 
          0.76132114 	           0.26442532 
          0.57843771 	           0.00000204 
          0.01696655 	           0.00000000 
          0.68960961 	           0.00014778 
          0.84299818 	           0.00088990 
          0.12591183 	           0.00057566 
          0.00463254 	           0.00003852 
          0.00098913 	           0.00082396 
          0.23446184 	           0.00853928 
          0.76170981 	           0.00000177 
          0.17554822 	           0.01737111 
          0.00000000 	           0.00000000 
          0.00000000 	           0.00000000 
          0.00000244 	           0.32394240 
          0.04094787 	           0.34873922 
          0.68166793 	           0.58223646 
          0.00906569 	           0.00000580 
          0.35334185 	           0.24023220 
          0.15968390 	           0.03690849 
          0.00007846 	           0.00000568 
          0.06137678 	           0.00006283 
          0.00003899 	           0.04480415 
          0.04906332 	           0.75075610 
          0.01801245 	           0.00000000 
          0.61680803 	           0.01009889 
          0.97970607 	           0.93422720 
